,contrast0,contrast45,contrast90,contrast135,dissimilarity0,dissimilarity45,dissimilarity90,dissimilarity135,homogenity0,homogenity45,homogenity90,homogenity135,energy0,energy45,energy90,energy135,correlation0,correlation45,correlation90,correlation135,entropy0,entropy45,entropy90,entropy135,asm0,asm45,asm90,asm135
1663,286.9833109619695,774.8043331381388,627.0656823266199,814.1812981397194,11.171588366890274,18.06878068555469,15.838389261744856,18.360569343723277,0.2145810413832118,0.15940098796253524,0.17706439261481197,0.16109443877013738,0.01406274729997129,0.011573601167392028,0.012331675760692414,0.011590242875298386,0.9543215650211242,0.8769165892115003,0.9003149068020869,0.8706614231556005,12.91094273387756,13.404499169194258,13.253995682302206,13.40277086203452,0.0001977608616228498,0.00013394824398185813,0.00015207022706684883,0.00013433372990840503
1664,110.09700223713571,145.81406242962234,34.83601789709169,112.36083960182148,4.424071588366889,4.994189450925647,2.611140939597305,4.912526462771955,0.4460249560348547,0.4209312481423506,0.5687254077419102,0.42308750470491907,0.041445499533811686,0.039630905144507705,0.0598277969998531,0.04009459742819243,0.9657887717490029,0.9547035943492836,0.989142192867869,0.9650966205579089,10.636492685736922,10.751955362752485,9.897036199340837,10.775765486949865,0.0017177294316071845,0.001570608642572967,0.003579365293855632,0.0016075767429288151
1665,526.758478747207,877.3104364668196,503.96827740492205,723.5102923291656,14.845011185682322,18.785865501553896,13.64451901565997,16.71591369758117,0.17410091733375077,0.1497964925984787,0.1896991951800153,0.16798910679746643,0.011312303463053244,0.010492460974997663,0.011984580376855207,0.0110069593680747,0.917663778184507,0.8630664375988708,0.9210853610780937,0.8870717139052274,13.392152991628791,13.593377147795294,13.252724551747091,13.472697625044235,0.0001279682096402064,0.00011009173731184889,0.0001436301668093029,0.00012115315453044738
1666,179.70527964205664,310.65226791586315,100.53879194630802,178.81532363407217,6.078881431767285,7.9392369713075945,4.769127516778443,6.698301878293771,0.3582341685024763,0.3263513720434219,0.40779578793536153,0.3241626936234676,0.03687009941728722,0.034675370606991766,0.04225222970002252,0.03423879619089859,0.9695864051992313,0.9475854787764328,0.9829858622762792,0.9698300443115823,10.855057265874356,11.047332606811617,10.5754363505701,11.039332914725257,0.0013594042310406437,0.0012023813267322287,0.0017852509146234652,0.0011722951646018919
1667,56.57337807606263,69.59965767307777,25.08263982102899,80.00824287194337,3.9902013422818694,4.598982027836609,2.7060850111856953,5.116571325615953,0.46207805526866264,0.42417607147197356,0.5467900833817423,0.4037458630069822,0.05125874777595039,0.04670189716877236,0.05919710807304713,0.04555271056075973,0.9769571557068897,0.9716175224379394,0.9897934140969601,0.9673731327501183,10.545966219795202,10.786981466198268,10.107501486382485,10.907165522409452,0.0026274592235584985,0.0021810671991625884,0.003504297604212022,0.0020750494394323506
1668,137.03203579418226,254.15080401783942,70.72563758389218,133.1570199540584,5.456196868008913,7.62172875095713,3.9604474272930412,5.785279942344955,0.49729090968206924,0.4215743796148592,0.5188065113874477,0.4202064077096349,0.09562633475190122,0.08060291982201462,0.09422022057242438,0.07876317152806307,0.9812463239372788,0.9653226705095304,0.9903239291588195,0.9818315006347844,9.898266509861164,10.319752723078128,9.760896171189124,10.261420274128538,0.00914439589808267,0.006496830683834118,0.008877449964716302,0.006203637189159085
1669,114.53709172259437,269.14553398495894,90.98809843400342,105.4303409756338,4.758657718120759,7.347236610963484,4.391677852348916,4.923336786631232,0.4975447296609039,0.42130056844343744,0.4903236084690401,0.41372540924893825,0.07921895125749655,0.06898859571400844,0.07931801331734782,0.0652832208725423,0.9816108505259314,0.956933334817698,0.9853937973735184,0.9831299292023058,10.003461811481927,10.439868113087082,10.043130437340482,10.376250023427842,0.006275642238337614,0.0047594263385909025,0.006291347236610965,0.004261898927493143
1670,102.26102908277352,174.38295572271656,103.94778523489836,165.30985090761854,6.372796420581612,8.528174406558266,6.5971812080536445,8.227287059141505,0.28682093159757227,0.23768035759357764,0.2773425425398962,0.24352944087024192,0.02471972019787363,0.021458612937236048,0.024092412173332394,0.021829325288189788,0.9347630612623801,0.8882309375487625,0.933246442914994,0.8940440959967453,11.542899146692239,11.906159810548946,11.604720772847385,11.85775128477233,0.0006110645666611615,0.0004604720691901142,0.0005804443243297349,0.0004765194425376022
1671,124.95208053691204,182.90275212828482,37.708948545861226,104.86617719922637,3.8435346756151687,4.759425251114798,2.3164653243847617,3.756227196973124,0.5519674012569585,0.5006305956892285,0.604051110541375,0.5262175124010541,0.0536796594444801,0.04811542963751912,0.05973456829014179,0.05110685489394723,0.9453020425698461,0.9198756908016004,0.9835254323007366,0.9540578406883786,9.903731485949303,10.173183759395677,9.568693252646149,9.983677998396018,0.0028815058380753616,0.0023150945692030534,0.0035682186488096125,0.002611910617150978
1672,52.61856823266208,63.0434665105177,12.754496644295315,56.59141480113516,3.0094407158836582,3.2756182153957,1.5791051454138667,3.2713841718841494,0.5234086242093717,0.5021961175931293,0.6214754532481499,0.49150648636182526,0.05877652779477304,0.05594923737956127,0.0703890521375383,0.055135816378605054,0.9330547143609913,0.9196350473868383,0.9837060158955389,0.9278655299850886,9.468933708521687,9.573231303868416,8.865544718186309,9.631388013703818,0.0034546802196097274,0.0031303171633544962,0.0049546186608210845,0.003039958247735253
1673,128.02371364653118,158.91058961308175,163.33337807606088,274.89604071888874,7.386577181208113,8.149452727354582,7.999507829977673,10.736408269897813,0.2560826313809305,0.24067684352648347,0.2613750280466203,0.21425333579460448,0.022061477894977925,0.020907893874504396,0.02210567056075767,0.01912796107792852,0.9057463316982431,0.8831168502964458,0.8797408600934399,0.797787085610618,11.685407064292159,11.807623362309437,11.750383150528052,12.1154143051616,0.0004867088069105996,0.0004371400262675385,0.0004886606709407483,0.0003658788949987484
1674,1303.3495302013448,1743.0425206071773,1234.207158836695,2073.6892482320686,18.13208053691277,20.56929868023954,16.876420581655495,22.85613260663938,0.2804589953896125,0.2594189663587649,0.2964025842366652,0.25197251680091226,0.022242289834491252,0.020593600943913864,0.0226971579439958,0.020194095769490963,0.8545366236072441,0.8059899246932117,0.8622514123748185,0.7691644889862626,12.42799162128019,12.54172666627955,12.327881168649428,12.62149904463868,0.0004947194570815128,0.00042409639983716994,0.0005151609787346917,0.0004078015039473728
